title,label
머니 창업단신배스킨라빈스 새해 첫 아이스크림 이달의 맛 꿀꿀 허니 출,0
칸 라이언즈 올해의 크리에이티브 마케터에 애플 선정,0
버거 프랜차이즈 무한 경쟁 가격은 낮추고 용량은 늘리고,0
버거킹 응원 기운 가득 담은 시즌 한정 킹박스 출시,1
롯데리아 vs 버거킹 대표 버거 3900원 이벤트 격돌,0
머니 창업단신이디야커피 제주청귤 블라썸 MD제품 출시 外,1
버거킹 지난해 당기순손실 41억 수익성 빨간불’,-1
부에나파크 스타벅스 건물 거액 매각,-1
프랜차이즈 업계 연말 시즌 가격 인상 도미노,0
11번가 5월 십일절 매시간 최대 78 할인,0
버거킹 와퍼 주니어 3종 2500원에 할인 판매,0
상하이·베이징에 텐진까지 SPC 中 공급벨트 완성,0
머니 창업단신KFC 올해 마지막 신규 매장 KFC 노량진점 오픈,1
사라지는 韓 불야성 밤문화24시간 매장 없어진다,0
버거킹 가상 신메뉴 초콜릿 와퍼 공개만우절 이색 마케팅,1
뉴욕증시 美 소비도 호재다우 004 상승 마감,0
버거킹 서울 약수역에 300호점 개점,0
열대야에 홈맥족 증가외식업계 안주戰,1
KT 5G 상용화되는 4월에 맞춰 멤버십 할인혜택 강화,0
호주판 배달의 민족 매년 70 성장대박 난 비결은,1
쓱닷컴 쓱가대축제 안보고 넘기면 손해 200여개 기획전 80 할인까지,0
클리핑리뷰 14년간 이어져온 PR의 힘,0
11번가 22 파파존스피자 50 롯데월드 아쿠아리움 50 할인 등 6월 티데이,0
쌀쌀’ 찬바람 불자 외식 업계 프로모션 쏠쏠’,0
버거킹 와퍼주니어 11” 1월 통큰 행사 롯데리아·KFC 1월 할인은 맥도날,0
버거킹 더블오리지널치즈버거 무료 세트업킹대킹 승리 메뉴,0
SPC삼립 하인즈社와 독점공급 계약오뚜기 타격 불가피,0
SPC삼립 하인즈社와 독점공급 계약오뚜기 타격 불가피,0
킬링 디어 란티모스의 영화적 어휘와 비유법,0
버거킹 10년 전 가격’ 할인 행사  2월4일까지,0
다시 불붙은 햄버거병 논란 버거업계 매출 하락 악몽 재현되나,-1
버거킹 서울 약수역에 300호점 오픈,1
새 시대의 길목에 서다 말레이시아의 독립언론,0
버거킹마저부담 못 이기고 가격 인상 단행 메뉴당 100원씩 올려,0
버거킹 바삭하고 고소한 코코넛쉬림프 출시,1
버거킹 2017 연말 프로모션 실시와퍼 11 쿠폰 3900원 메뉴,0
버거킹 응원 기운 가득 담은 시즌 한정 킹박스King Box 선보여,1
1회용 컵 사용 확 줄었다매장 내 수거량 72 ↓,0
KT 강해진 혜택이5G 상용화에 맞춘 더블할인·어벤져스 상영회 등,0
추행·희롱·차별러시아월드컵 성폭력 종합세트 변질,0
텀블러 가져가면 커피 100400원 할인,0
아직도 일회용컵 쓰세요 일회용 컵 수거량 9개월새 대폭 감소,0
커넥츠 스카이에듀 월 정액 서비스 9달라패스 선봬,0
버거킹 와퍼주니어 세트 4천500원에 판매10년전 가격,0
버거킹 스테이크 패티로 더욱 강력해진 몬스터X’ 출시,1
SSG닷컴 신세계몰 오픈 22주년 쓱가 대축제최대 80 할인,1
대한항공 셀프 체크인 이용 고객 대상 경품행사,0
커넥츠 스카이에듀 월 정액 서비스 9달라패스’ 출시 전 강좌 무제한 수,1
버거킹 스테이크 패티로 더욱 강력해진 몬스터X’ 출시,1
SSG닷컴 신세계몰 오픈 22주년 쓱가 대축제최대 80 할인,1
대한항공 셀프 체크인 이용 고객 대상 경품행사,0
KT 5G 초능력으로 달라진 멤버십 즐겨보세요,0
버거킹 짧은 연휴의 아쉬움 불맛 가득한 버거킹 프리미엄 와퍼로 날려 보세,0
롯데리아 홈서비스 가격인상프랜차이즈 배달 가격 줄인상으로 이어지나,0
햄버거계 이단아 입찢버거 맘스터치 전명일 대표의 성공 비결 6,0
KT 5Good위크로 캐리비안베이 반값에 즐긴다,0
2019 여름 식음료 키워드 비건 식품 맥주 칵테일 콤부차,0
2019 여름 식음료 키워드 비건 식품 맥주 칵테일 콤부차,0
인터파크 BOOK급 감성 프로젝트 전개,0
창업 투썸플레이스 bhc치킨 교촌치킨 外,0
에듀윌 공기업 NCS대기업 필기시험 후기 작성 이벤트 진행중,0
밤새 안녕 치솟는 임대료 인건비에 문 닫는 프랜차이즈,0
여름철 냉방비 부담과 미세먼지에 맞서는 IoT 플랫폼 포레스트’,0
이용재의 외식의 품격 1천원대 싸구려 커피 맛도 싸구려일까,0
사람인 고객감사 이벤트 넘버1 스토리’ 실시,0
美 패스트푸드 마리아주 지미 존스 샌드위치 와인 출시,1
더 새로워진 4월 멤버십 혜택KT 멤버십 전 고객 대상 5Good 혜택 신설,0
홍지윤 요리쌤의 오늘 뭐 먹지입안에서 살살 오 피자 미오’,0
네슬레 식물성 고기 시장 진출 발표 임파서블 푸드 비욘드 미트 아,1
뉴욕증시 미 소비 지표 개선에 상승다우 004↑,0
일동제약 아로나민 UN지원SDGs협회 발표 전 세계 가장 지속가능한 브랜드 ,0
버거킹2017 베스트 와퍼 위크’행사 진행,0
사람 밀어내는 셀프계산대·키오스크유통판 타다 논란 우려도,-1
실리콘밸리 실험실이 만든 고기 열풍안전성 논란은 극복해야,1
버거킹 치즈버거 좋아하다 불임 될라,0
미국 버거킹 가격 높으면 음식 빨리줘 논란,-1
무인화 쓰나미 가맹점주들 최저임금 걱정 줄이자프랜차이즈 직접 무인,0
파리바게트 3월 제과제빵 카드결제 압도적 1위 1587억,1
KT 5Good 혜택 강화’요기요 추가 할인테마파크 이벤트 진행,0
블록체인으로 금융 시장 노크 페이스북의 도전과 야망,0
버거킹 후퍼 햄버거 디저트 버전 초콜릿 후퍼 출시 소식에 팬들 깜놀만우,1
햄버거 모든 매장 알바 대신 무인주문기 도입일자리 어쩌나,0
커넥츠 스카이에듀 월 정액 서비스 9달라패스’ 출시,1
버거킹 내일10일까지 콰트로치즈·통새우와퍼 주니어 단돈 2500원,0
위메프 읶메뜨특가 인기상품 타임딜과 이벤트 실시,1
버거킹 치킨텐더 신제품 텐더킹’ 출시,1
버거치킨 업계 가을 입맛 사로잡을 치즈맛VS매운맛 전쟁 돌입,0
스타벅스 등 21개 브랜드 1회용 컵 수거량 72 감소,0
버거킹 치킨텐더 신제품 텐더킹’ 출시,1
KT 멤버십 가정의달 맞아 혜택 강화,0
영상부릉 부릉베스트 라이더를 찾아라,0
딜링룸 백브리핑 씨티·도이체 월가 떠난다금융가 공실 확대,0
유통가 ICT 접목 확대고객만족·인력 활용 효율성 기대,0
이 시각 세계 달걀 세례는 옛말英 밀크셰이크 공격 잇따라,0
버거킹 프리미엄 와퍼 3종 3900원에 판매,0
우스꽝스러운 젓가락으로 햄버거 먹기인종차별 논란,-1
5월 31일까지” 엽기떡볶이 무조건 5000원 싸게 먹을 수 있는 방법,0
식물성 고기 임파서블 푸드에 큰손 투자 몰려빌 게이츠 등,0
다가온 무인화 시대 소외당한 노인은 어떡하나,0
11번가 3월 십일절 일 거래액 650억 기록,0
KT 더 새로워진 4월 멤버십 혜택 만나보세요,0
11번가 5월 십일절 매시간 타임딜 통해 최대 78 할인,0
사람인 선호·인지도 1위 기념 사은이벤트 개최,1
버거킹 오늘1일부터 와퍼주니어 세트 10년 전 가격으로 드립니다,0
단독최저임금발 햄버거·피자 최소배달료 인상 러쉬꼼수영업 논란종합,-1
KT 5Good위크’로 캐리비안베이 반값에 즐기세요,0
창업 탐앤탐스 커피빈 BBQ 外,0
버거킹 새해 맞아 10년 전 가격으로 드립니다,0
단독최저임금발 햄버거·피자 최소배달료 인상 러쉬꼼수영업 논란종합,-1
KT 5Good위크’로 캐리비안베이 반값에 즐기세요,0
창업 탐앤탐스 커피빈 BBQ 外,0
와이즈앱 파리바게뜨 카드결제금액 가장 많아3월 1587억원,0
셀프계산대·키오스크·자판기로 무인화 시대 성큼일자리는요종합,0
버거킹 잠발라야 소스바른 텐더킹 출시,1
버거킹 프리미엄 와퍼 인기메뉴 3종  단돈 3900원,1
햄버거병 1년 햄버거 프랜차이즈업계 작년 실적 뚝,0
김화진 서울대 교수가 알기 쉽게 설명한 MA 이야기,0
김화진 서울대 교수가 알기 쉽게 설명한 MA 이야기,0
문세윤 정우성과 투샷에 셀프디스조각 뒤에 조각피자,0
1호점을 찾아서⑥버거킹 종로점 美 본토 햄버거의 상륙,0
버거킹 2월 시즌 한정 킹박스 4종 출시,1
머니 창업단신죽이야기 연말 맞이 운수대통’ 이벤트 진행 外,0
KT 멤버십 강화5Good 혜택·VVIP 등급 신설,0
버거킹 버거 가격 100원 오른다와퍼 5600원→5700원으로,0
버거킹과 카카오플친 맺고 다양한 혜택을 누리자,0
에듀윌 하반기 공기업 NCS 및 대기업 필기시험 후기 이벤트 진행,0
버거킹 오늘4일부터 콰트로치즈·통새우와퍼 주니어 단돈 2500원,0
11번가 3월 십일절 일거래액 650억역대 2번째,0
쓱닷컴 쓱가대축제 최대 70 할인 매시간 특가 상품은,0
KT 5G 상용화 앞두고 멤버십 혜택 추가,0
텀블러 이용하면 커피값 최대 400원 덜 낸다,0
비욘드미트 리뷰 어디선가 찾아온 종로 3가의 추억,0
美 비욘드미트發 대체육 열기 한국으로 번진다동원·롯데 이어 CJ·샘표도,0
최저임금 폭탄햄버거 전 매장 알바 대신 무인주문기 고용종합,0
대한항공 셀프 체크인 이용 승객 대상 경품행사 진행,0
주간시황 시장 점검과 대체육류의 이해,0
버거킹 신제품 빅더블버거 및 더블오리지널치즈버거 출시,1
버거킹 신제품 빅더블버거 및 더블오리지널치즈버거 출시,1
지금은 무인無人시대’ 키오스크·보안주’ 담아라,0
11번가 월간 십일절 타임딜에 다이슨마샬 스피커 등한정판매 눈길,0
뉴욕마켓워치 美 소비지표 개선주가↑국채↓달러 혼조,0
채식고기 비욘드미트 美증시 상장 신청시총 1조원 넘을 듯,0
식탁 오르는 고기 아닌 고기’,0
설 앞두고 구제역에 먹거리 가격 인상소비자 한숨,-1
단품가격에 세트를버거킹 베스트 와퍼 위크 진행,0
버거킹 2일부터 12개 메뉴 가격 100원씩 인상,0
노던 한인상권은 공사중지각변동 예고,0
월드컵도 식후경 출출함 달래줄 야식이 온다,0
불황에 손님없고 인건비만 나가요사라지는 햄버거·커피·편의점의 24시,0
인터파크 건강한 독서 문화 만들기 BOOK급 감성 프로젝트,0
버거킹 시즌 한정 킹박스King Box 출시,1
광고사진엔 꽉차고 푸짐한 햄버거 실제는 빵조각 뿐,0
햄버거 속 항생제 위험수준美 보고서 공개,0
KT 5G 초능력의 달라진 멤버십을 즐겨보세요,0
버거킹’ 햄버거에서 손톱 모양 이물 혼입 경로는,0
버거킹 오늘18일부터 와퍼 주니어 2종 4200원,0
11번가 3월 십일절 일거래액 650억원···역대 두 번째,0
그쪽이 하면 우리도 배민vs요기요 맞불 마케팅 어디까지,0
셧다운에 요리사도 없어서···백악관 패스트푸드 뷔페,0
스피카 출신 유니티UNIT 양지원 버거킹 소녀로 깜짝 변신녹즙에 이어 ,0
KFC 등 가격 오른 햄버거건별 배달수수료도 받는다,0
할로윈 특수 잡자식음료업계 톡톡 튀는 이색 한정판으로 승부수,0
집에서 할로윈데이 기념하는 홈파티족’ 늘어,0
햄버거부터 생수·생필품까지 가격 줄인상생활물가 들썩,0
버거킹 비프 버거 vs 치킨 버거선호도 투표 실시,0
쓱닷컴 쓱가대축제 최대 80 이벤트 스타벅스 기프티콘까지 펑펑,0
11번가 3월 십일절 미세먼지 대응 상품 최대 53 세일,0
오늘27일부터 31일까지 요기요로 엽떡 주문하면 무조건 5천원 싸게 먹을,0
버거킹 프리미엄 와퍼 3종 3900원에 판매,0
NW리포트사모펀드의 세계②국내 PEF 경영능력도 향상성공적 엑시트로 수,0
위메프 읶메뜨특가 이벤트 진행,0
인터파크 건강한 독서 문화 만들기 BOOK급 감성 프로젝트 전개,0
롯데리아·KFC·맘스터치·버거킹프랜차이즈 햄버거 줄줄이 가격인상,0
호박 인형·유령 코스튬핼로윈 마케팅 활발,0
무안교육지원청 관내 초·중학교 일일 기자체험유·스퀘어 광주 문화허브로,0
맥도날드 롯데리아 등 패스트푸드점 신년 맞아 할인 행사,0
11번가 3월 십일절 일거래액 650억원 역대 2위 기록,0
북국의 봄 경이로운 노르웨이 피오르를 즐기는 4가지 각도,0
외식·식음료 업계 10월 할로윈데이 맞아 특별한 이벤트 봇물,0
버거킹 와퍼주니어 세트 4500원에 판매 10년전 가격,0
KT 새로워진 4월 멤버십 혜택 소개,0
여기어때 운영사 위드이노베이션 최문석 신임 대표이사 선임,0
바로고 하루 배달 콜 수 20만3000건 기록역대 최고,1
러시아 월드컵은 여혐 월드컵’,0
버거킹 오늘21일부터 불고기와퍼·와퍼 주니어 단돈 1900원,0
박지윤 진짜 오늘까지만 먹어야지이러다 몰디브 가서 근황공개 눈길,0
구직자로 인산인해 2019 동작구 취업박람회,0
박지윤 진짜 오늘까지만 먹어야지이러다 몰디브 가서 근황공개 눈길,0
구직자로 인산인해 2019 동작구 취업박람회,0
버거킹 오는 20일 신메뉴 와사비크랩버거 출시한다,1
11번가 3월 십일절미세먼지 대비 상품 최대 53 할인,0
러시아 선수 아이 임신하면 평생 햄버거 공짜 버거킹 광고 논란,-1
버거킹 프리미엄 와퍼 3종이 3900원,0
수상한거리x컬쳐가드닝 일과영성 무료 오픈 북클럽,1
설렁썰렁,0
세트보다 비싼 단품 패스트푸드 배달 수수료 논란,-1
공무원 대표카페 공드림 수험생 위한 런치타임 간식이벤트 진행 눈길,0
인터파크 건강한 독서 문화 만들기 BOOK급 감성 프로젝트 진행,0
거품 빠지니민낯 드러나는 사모펀드,0
한번을 먹어도 버거킹 광고 모델로 윤계상 발탁,0
에어팟 2000개 58초 완판또 잭팟 터트린 11번가 이상호 사장,0
최저임금 인상에 버거킹도 단축 영업,0
편의점까지 스며든 구독경제’ 바람 어디까지 불까,0
위메프 초특가 타임딜 등 읶메뜨특가 이벤트 진행,0
대한항공 셀프 체크인 이용하고 경품도 타세요”,0
버거킹 오늘부터 일부 메뉴 가격 인상,0
윤계상 버거킹 광고 촬영 현장서 셀카계멋진 계상배우,0
위메프 초특가 타임딜 등 읶메뜨특가 이벤트 진행,0
대한항공 셀프 체크인 이용하고 경품도 타세요”,0
버거킹 오늘부터 일부 메뉴 가격 인상,0
윤계상 버거킹 광고 촬영 현장서 셀카계멋진 계상배우,0
한국 버거킹 보유 어피너티 日 버거킹 가맹사업 전담,0
최저임금 후폭풍 ④ 제품가격 인상무인화 바람 어쨌든 거세진다,0
김석운의 베트남 통신192 프랜차이즈 체인의 확장,0
KT 더블할인 멤버십 스페셜 혜택 신설5Good오굿 모닝데이위,0
배틀그라운드 라이엇에서 PUBG까지 이성하 디렉터의 훌륭한 크리에이티브,0
2018월드컵 이색 마케팅 시동,0
배틀그라운드 라이엇에서 PUBG까지 이성하 디렉터의 훌륭한 크리에이티브,0
2018월드컵 이색 마케팅 시동,0
맥도날드 세 번째 시그니처 트리플 어니언 버거 김기자의 부먹직먹,0
버거킹 7일까지 10년 전 가격으로 드립니다’,0
동작구 취업박람회 28일 개최,0
KT 여름 맞아 멤버십 혜택 강화캐리비안베이 반값,0
24시간 편의점 사라지고 음식점엔 휴식시간 생겨,0
해커스경찰 31일 경찰 2차 시험 후 합격예측 풀서비스 성황,0
노사 갈등 부른 디지털 전환그래도 유통혁신 위해선 무인화 밀고 가야죠,0
커피·패스트푸드 매장 다회용 컵’ 정착,0
식품업계 사고의 틀을 깨는 이색 페어링’ 메뉴 주목,1
통신IT 단신 KT 맴버십 전 고객 대상 5Good오굿’ 혜택 外,0
가짜고기 비욘드미트 첫 실적 발표에 주가 20↑,0
인터파크 BOOK급 감성 프로젝트로 감성자극,0
핫이슈 검색어 햄버거 브랜드들의 가격인상 버거 대란 外,0
허름한 동네 밥집은 영어로 뭐라고 하지  식당에 대한 다양한 영어 표현들,0
한눈 미국경제 질문과 답변 사이트 쿼라Quora 해킹으로 1억 명의 정보 유,0
은은한 불맛으로 한국인 입맛 확’ 당기다,0
20대 추천 체크카드 뭐가 있나 20대 인기 체크카드 혜택 정리,1
취업사이트 훈장마을 20주년 기념 이벤트 진행,0
버거킹 일주일간 와퍼주니어 세트 10년 전 가격에 판매,0
버거킹 프리미엄 와퍼 인기메뉴 3종 3900원 행사,1
10월 할로윈데이 맞이 외식 식음료 업계의 특별한 이벤트 인기,1
11번가 3월 십일절 테마는 미세먼지’최대 53 할인,0
버거킹 치킨텐더 신제품 텐더킹 출시,1
최저임금 인상 탓버거킹·맥도날드 핵심상권서 폐점 잇달아,-1
美 백악관 패스트푸드 만찬셧다운에 요리사도 휴가중,0
오스트리아 여행 중 여권 잃어버린다면 맥도널드’ 방문하세요,0
버거킹 킹박스 4종  응원팩 2종 5일부터 선봬,0
버거킹 할인 행사에 300호점 오픈시장 공략 가속,1
버거킹 할인 행사에 300호점 오픈시장 공략 가속,1
버거킹 더블킹 울트라해쉬’가 돌아왔다,0
다녀왔습니다 인앤아웃버거 소문난 잔치에 고객들 반응은,0
기로에 선 햄버거시장롯데지알에스버거킹KFC 적자 맥도날드 매각수순,-1
버거킹 코코넛쉬림프 출시,1
버거킹 KBS 더유닛 초대권 이벤트,0
빌게이츠도 투자한 가짜 고기 증시 대박 날까,1
어피너티 일본 버거킹 가맹사업 전담 계약,0
버거킹 프리미엄 와퍼 인기메뉴 3종 할인행사,1
설 기차 타보니’입석엔 노인들,0
설 기차 타보니’입석엔 노인들,0
뉴욕증시 미국 소비 지표 개선에 상승 마감다우 004↑,0
뉴욕증시 비둘기 연준 기대·탄탄한 지표에 상승,0
스마트 1분 상식 가장 비싼 프랜차이즈 음식 TOP 5,0
햄버거에서 손톱이버거킹 책임 회피 논란,-1
외식·교통비 도미노 인상에 생활물가 들썩’최저임금 여파,-1
티몬데이 옥션 싱글데이 월간 십일절 등 쇼핑몰 할인 이벤트,0
최저임금 인상 후폭풍알바생 필요 없는 무인화 전방위 확산,0
급성장하는 비거노믹스동물·환경 보호하자’ 육식 out 식물로 만든 고기,0
CLO M 이번에는 사륜차다” 새로워진 메쉬코리아 사무실에 다녀왔습니다,0
11번가 3월 십일절 미세먼지 대비상품 최대 53 할인,0
정보공개서 논평 가성비 탁월 맘스터치 버거킹 거의 잡았다,0
데일리안 오늘뉴스 종합 文대통령 3·1절 기념사 치매노인 지문 사전등록,0
버거킹 매출 상승에도 수익성↓이유는,0
실트론 리스크는 옛말VIG 달라진 위상,-1
우정과 열정 문영주 버거킹코리아 대표  이병남 보스턴컨설팅그룹 서울사무,0
버거킹 와퍼주니어 3종 할인 이벤트,0
버거킹 새 광고 모델로 대세 배우 윤계상 발탁,1
기고 커지는 구독경제 지역경제 새 엔진,0
SR경제라이프 KT 5G 상용화 맞춰 5월 더블할인 멤버십 스페셜 혜택 마련,0
KT 5G 초능력으로 달라진 멤버십 즐겨보세요”,0
외식업계 박스 메뉴에 소비자 식食 트렌드를 담다,1
어피너티 서브원 지분 601 6020억원에 인수,0
버거킹 코코넛쉬림프 출시,1
버거킹 최저임금 인상에 24시간 매장 확장 포기했다,-1
333 뉴스 박원순 공연 요청에지코 반주가 없어서”,0
11번가 3월 십일절 일 거래액 650억원 돌파LG청소기 1분만에 완판,1
한눈 미국경제 마이크로소프트 16년여 만에 가장 높은 시가총액 기업으로,0
월급 빼고 다 올랐다 빵부터 고추장까지 먹거리 가격 비상,0
여기는 러시아 선수 아이 임신 땐 햄버거 공짜’ 논란 외,-1
여기는 러시아 선수 아이 임신 땐 햄버거 공짜’ 논란 외,-1
버거킹 할로윈데이 기념 앵그리몬스터X’ 10월 한 달간 한정판매 실시,0
투자금 회수시기 오니사모펀드 민망한 실력’ 드러나,0
비빔밥도시 전주 가장 비싸,0
11번가 미세먼지 대비상품 53 할인판매,0
이거봤어 6월 첫째주참여를 유도하는 한 컷,0
11번가 5월 십일절 매시간 타임딜’ 최대 78 할인,0
버거킹 와퍼 내일5일까지 단돈 3천원에 구매 가능,0
페이코 가정의 달 맞이 이벤트 풍성,0
버거킹 통새우와퍼 등 인기 와퍼 3종 3900원에 판매,1
버거킹 통새우와퍼 등 인기 와퍼 3종 3900원에 판매,1
버거킹 서울 약수역에 국내 300호 매장 개점,0
김승현 햄버거 알리바바 버거 대체 뭐길래 테이 버거도 덩달아 눈길,0
정치인에 달걀 세례는 옛말英의 밀크셰이크 투척,0
버거킹 신메뉴 와사비크랩버거 선보여,1
버거킹 최장 길이 치즈스틱 21치즈스틱 출시,1
뉴질랜드 닭장 달걀 안먹기로 한 결과 계란값이,0
빠르게 채점하면 아이패드 받는다메가스터디 학평 이벤트,0
버거킹 잠발라야 시즈닝 더한 텐더킹 출시,1
버거킹 제26회 국민이 선택한 좋은 광고상’ 수상,1
버거킹 제26회 국민이 선택한 좋은 광고상’ 수상,1
KT 5G 상용화 맞춰 VVIP 멤버십 등급 신설스페셜 혜택 크게 쏜다,0
가장 존경받는 30대 기업에 오뚜기풀무원CJ제일제당,0
11번가 3월 십일절 당일 거래액 역대 두 번째 기록,0
버거킹 치킨텐더 신제품 텐더킹 출시이벤트도,1
한국 버거킹 일본 버거킹 삼켰다,0
버거킹 거짓 해명 논란식약처 햄버거 이물 조사 착수,-1
파리바게뜨 제과제빵 결제액 1위맥도날드·뚜레쥬르·롯데리아 3배,1
오늘의 키워드 삼성페이 사칭 문자삼성전자 주의 당부 外,0
르포 왜 패스트푸드점서는 텀블러 들고 다니지 않나요,0
르포 왜 패스트푸드점서는 텀블러 들고 다니지 않나요,0
프랜차이즈 단신 뚜레쥬르·버거킹·나뚜루팝 外,0
비대면으로 소비자 니즈 공략한 언택트Untact’의 진화,1
트럼프 자질논란 케인 Fed 이사 후보 지명 포기,-1
포춘US월가에 놀아나지 않겠다는 테슬라,0
위메프 읶메뜨특가’ 행사 실시,0
11번가 3월 십일절 미세먼지 대비상품 최대 53 할인,0
예쁜 내 머신으로 딱 내 입맛 커피 바로 내려 먹죠 전문업체사무실 가,0
외식프랜차이즈업계 소스 맛 알리기 주력,0
길경민 대기자의 현장 가공 원료 공급정부·농업인·기업체 협력 시스템,0
길경민 대기자의 현장 가공 원료 공급정부·농업인·기업체 협력 시스템,0
버거킹 겨울맞이 씨푸드 컬렉션’ 이벤트 시작,0
칸 라이언즈 최고의 독립 브랜드 가린다 올해의 크리에이티브 브랜드 상,1
오늘의 베트남 뉴스 411목,0
오늘의 온라인 쇼핑 5월 10일 11번가 5월 십일절·G마켓 뷰티전·옥션 싱글,0
에스앤아이 코퍼레이션 어피너티에쿼티파트너스에 서브원 경영권 매각,-1
일동제약 아로나민 전 세계 가장 지속가능한 브랜드 우수그룹’ 선정,0
버거킹 햄버거서 손톱 모양 이물질 발견 논란버거킹 본사는 나몰라라,-1
김학주의 마켓투자키워드 美 국채 팔 수 없을 것미국의 압박 거세진 이유,0
백악관 만찬 식탁에 햄버거·피자셧다운 이색 광경,0
백악관 만찬 식탁에 햄버거·피자셧다운 이색 광경,0
11번가 3월 십일절 일 거래액 650억원역대 2번째 매출,0
외식난항’ 롯데지알에스 3년 연속 이자보상배율 하락에 상장도 멀어져,-1
KT 여름철 다양한 멤버십‧올레tv 혜택 제공,0
시신 해동 빨라 16일 오전 11시 부검16일 두산 전면 금속노조 4시간 파업,0
버거킹 서울 약수역에 300호점 개점,0
메쉬코리아 부릉 라이더 축제 열어,0
역대 만우절 뉴스 10선스파게티 나무에 270㎞ 투수까지,0
롯데리아 새우버거 11” 롯데리아 11월 행사 외 버거킹·맥도날드·KFC 11,0
돌아온 메뉴들 외식업계 베스트셀러의 귀환,0
롯데리아 새우버거 11” 롯데리아 11월 행사 외 버거킹·맥도날드·KFC 11,0
돌아온 메뉴들 외식업계 베스트셀러의 귀환,0
美패스트푸드 업계 대세는 인공고기 버거’패티 업계 즐거운 비명,1
단순·반복 업무 대체해 온 RPA 사람의 개입 없는 완전자동화’로 나아가,0
버거치킨업계 가을입맛 사로잡는 신제품치즈맛 vs 매운맛,1
버거킹직화로 구운 불맛 가득한 와퍼와 함께 스트레스를 날리자,0
가짜고기 美 증시 신데렐라 등극상장 첫날 주가 160 상승,0
버거킹 카톡 플친 뉴올리언스 치킨버거 2종’ 무료 세트 업 쿠폰 증정,0
11번가 5월 십일절 매시간 타임딜 최대 78 할인,0
쭉쭉 오른 햄버거·피자값배달최소료도 인상 러쉬 1만원 이하 배달 거절,0
버거킹 수험생 응원 위해 1주 간 와퍼주니어 3종 할인행사,0
먹거리 가격 또 도미노 인상재료인건비 탓·,0
버거킹 통새우와퍼·콰트로치즈와퍼·치즈와퍼 단품 3900원에 판매,0
오늘의 쇼핑가 위메프 더싼데이 최대 50 할인쿠팡·인터파크·11번가·,0
버거킹 치킨 텐더 신메뉴 텐더킹 출시,1
설특집 명절 큰손 된 혼설족’영화‧웹툰‧쇼핑 이벤트 풍성,0
하반기 경제정책 공정위 빅4 갑질 조준날선 조사·사각지대 해소,-1
버거킹 햄버거도 100원 오른다,0
식품 산업 취업 희망자를 위한 첫걸음 서울 푸드 잡페어 2019 성황,0
해커스 9급 국가직 공무원 시험 직후 실시간 합격예측 및 해설강의 제공,0
식품 산업 취업 희망자를 위한 첫걸음 서울 푸드 잡페어 2019 성황,0
해커스 9급 국가직 공무원 시험 직후 실시간 합격예측 및 해설강의 제공,0
KT 4월 멤버십 혜택 공개,0
사라지는 점원성큼 다가온 무인계산대 시대,0
나무에서 스파게티가 자라난다고기상천외 뉴스,0
버거킹 코코넛쉬림프’ 출시,1
배달의민족’ 월방문자 3년 만에 2배 늘어,0
KT 5Good위크로 캐리비안베이 반값에나랏말싸미 시사회 5000명 초대까,0
4만여 라이더 움직이는 배달대행’의 세계,0
왕따 못본 척하는 비겁한 어른들버거킹 실험영상 경악,0
윤계상 버거킹’ 광고 모델로 발탁 즐겁게 촬영에 임했다”,0
11번가 월간 십일절로 대박일거래액 650억 달성,1
꼼수 마케팅의 진화치즈팽창·콜라팽창까지 등장,1
경실련 GMO 완전표시제 시행 촉구 소비자 알권리 보장해야,0
KT 5G 초능력으로 달라진 멤버십 즐겨보세요”,0
버거킹 수능 수험생 위한 와퍼주니어 2종 할인 행사,0
천자 칼럼 대체육류 전성시대,0
버거킹 일주일간 와퍼주니어 세트 4500원에 판매,0
외식 프랜차이즈 베스트샐러 재출시 잇따라,1
서기수의 행복한 투자노트 일상생활에서 유망투자 종목 발굴하는 법,0
뷰티앤뷰 이너뷰티 신제품 가벼운 몸을 위한 한 잔 난 티tea로 빼,1
버거킹 더유닛 초대권 이벤트 진행,0
BC카드∙네이버 엔드게임 네이버 VOD 출시 기념 이벤트 타노스 피규어 ,1
인건비 줄이자늘어나는 무인주문결제시스템,0
플러싱 노던 144가 버거킹자리 7층 주상복합 짓는다,0
SI 코퍼레이션 홍콩계 사모펀드에 서브원MRO 경영권 매각,-1
니 햄버거 맛 아니 윤계상 버거킹 모델 발탁심쿵 먹방,0
오늘의 유통 단신 아영FBC 무똥까데 칸 한정판 출시 外,1
종전선언시 북한 진출 1순위 업종은 외식업”,1
김밥·햄버거·머리끈까지 줄줄이 가격 인상,0
김밥·햄버거·머리끈까지 줄줄이 가격 인상,0
쓱닷컴 쓱가대축제 신세계몰 오픈 기념 최대 80 할인,1
외식업계 맛과 영양 잡은 밸런스 푸드’ 출시 봇물,1
로봇 웨이터•로봇 바리스타 유통•물류업 무인화 가속,0
종로구외식기업 일자리 창출 맞손,0
과거 명성 되찾은 MS포지셔닝 전략 빛났다,0
아이템매니아 전면 개편 이용자 친화 아이템 거래 제공,0
가짜고기 美증시 대박에 이케아도 판매준비,1
이거봤어 5월 셋째주콘텐츠 소스를 찾아서,0
기업 포커스 두산그룹의 도전 DNA,0
기업 포커스 두산그룹의 도전 DNA,0
